Date,Load
3/31/2014,15.9822
4/1/2014,14.7162
4/2/2014,15.249
4/3/2014,16.635
4/4/2014,14.3982
4/5/2014,15.1644
4/6/2014,15.1632
4/7/2014,15.066
4/8/2014,15.297
4/9/2014,15.1824
4/10/2014,14.658
4/11/2014,15.9288
4/12/2014,13.9962
4/13/2014,16.212
4/14/2014,15.0378
4/15/2014,14.3724
4/16/2014,14.8674
4/17/2014,15.4428
4/18/2014,15.321
4/19/2014,15.0696
4/20/2014,15.6786
4/21/2014,15.1014
4/22/2014,15.7674
4/23/2014,15.9108
4/24/2014,15.489
4/25/2014,15.8004
4/26/2014,15.6018
4/27/2014,16.0572
4/28/2014,16.0074
4/29/2014,14.9508
4/30/2014,14.6742
5/1/2014,16.0794
5/2/2014,16.0716
5/3/2014,14.0844
5/4/2014,16.1658
5/5/2014,15.3594
5/6/2014,16.0896
5/7/2014,17.487
5/8/2014,17.4018
5/9/2014,19.554
5/10/2014,15.5664
5/11/2014,15.015
5/12/2014,15.3534
5/13/2014,15.4344
5/14/2014,15.3942
5/15/2014,14.9634
5/16/2014,14.0028
5/17/2014,14.676
5/18/2014,14.3286
5/19/2014,15.2214
5/20/2014,16.2846
5/21/2014,15.4182
5/22/2014,15.3432
5/23/2014,15.531
5/24/2014,15.9174
5/25/2014,14.9742
5/26/2014,14.4834
5/27/2014,17.3586
5/28/2014,16.2846
5/29/2014,17.8788
5/30/2014,15.606
5/31/2014,17.469
6/1/2014,16.4244
6/2/2014,15.702
6/3/2014,16.5834
6/4/2014,14.622
6/5/2014,14.3046
6/6/2014,16.0104
6/7/2014,16.191
6/8/2014,12.9468
6/9/2014,15.4224
6/10/2014,15.5142
6/11/2014,13.5834
6/12/2014,13.6002
6/13/2014,17.4726
6/14/2014,18.4722
6/15/2014,17.952
6/16/2014,15.7224
6/17/2014,18.8628
6/18/2014,19.3428
6/19/2014,17.7954
6/20/2014,17.7348
6/21/2014,16.7364
6/22/2014,16.962
6/23/2014,16.824
6/24/2014,17.8632
6/25/2014,17.5584
6/26/2014,20.6688
6/27/2014,18.957
6/28/2014,18.9954
6/29/2014,17.7378
6/30/2014,18.1266
7/1/2014,16.2
7/2/2014,17.0142
7/3/2014,15.9366
7/4/2014,17.199
7/5/2014,15.6354
7/6/2014,17.5434
7/7/2014,15.8028
7/8/2014,14.7816
7/9/2014,15.9216
7/10/2014,17.4102
7/11/2014,17.037
7/12/2014,17.8782
7/13/2014,14.8734
7/14/2014,17.7156
7/15/2014,18.1194
7/16/2014,15.2334
7/17/2014,17.5674
7/18/2014,16.224
7/19/2014,16.212
7/20/2014,16.7778
7/21/2014,18.609
7/22/2014,19.8534
7/23/2014,18.2856
7/24/2014,18.609
7/25/2014,19.7352
7/26/2014,18.5772
7/27/2014,18.6144
7/28/2014,18.7806
7/29/2014,17.766
7/30/2014,17.5794
7/31/2014,18.0516
8/1/2014,18.0024
8/2/2014,14.5224
8/3/2014,16.5258
8/4/2014,16.6902
8/5/2014,16.8984
8/6/2014,13.4874
8/7/2014,17.4522
8/8/2014,15.7116
8/9/2014,13.602
8/10/2014,14.0334
8/11/2014,16.9998
8/12/2014,14.0928
8/13/2014,16.068
8/14/2014,15.0666
8/15/2014,18.1362
8/16/2014,16.209
8/17/2014,14.4834
8/18/2014,15.9276
8/19/2014,16.4424
8/20/2014,14.8212
8/21/2014,16.7538
8/22/2014,16.0902
8/23/2014,16.5186
8/24/2014,16.4502
8/25/2014,18.3468
8/26/2014,14.4936
8/27/2014,16.8936
8/28/2014,17.3988
8/29/2014,17.6604
8/30/2014,14.1666
8/31/2014,15.9912
9/1/2014,15.9684
9/2/2014,15.807
9/3/2014,17.0886
9/4/2014,15.936
9/5/2014,16.8366
9/6/2014,15.891
9/7/2014,16.0152
9/8/2014,16.0836
9/9/2014,16.2072
9/10/2014,15.7548
9/11/2014,15.6696
9/12/2014,13.9836
9/13/2014,15.4986
9/14/2014,15.741
9/15/2014,17.3022
9/16/2014,15.7416
9/17/2014,14.7564
9/18/2014,15.9504
9/19/2014,15.6048
9/20/2014,15.8454
9/21/2014,15.0636
9/22/2014,18.039
9/23/2014,14.469
9/24/2014,15.1656
9/25/2014,16.7376
9/26/2014,16.167
9/27/2014,17.4978
9/28/2014,15.8634
9/29/2014,18.4362
9/30/2014,16.0878
10/1/2014,16.6914
10/2/2014,16.179
10/3/2014,16.278
10/4/2014,14.511
10/5/2014,15.954
10/6/2014,13.2834
10/7/2014,13.2336
10/8/2014,15.297
10/9/2014,13.1838
10/10/2014,15.3168
10/11/2014,13.2906
10/12/2014,13.9254
10/13/2014,14.5692
10/14/2014,14.8842
10/15/2014,15.4584
10/16/2014,13.3098
10/17/2014,15.9642
10/18/2014,15.3432
10/19/2014,15.1338
10/20/2014,14.2098
10/21/2014,14.865
10/22/2014,14.4522
10/23/2014,14.6472
10/24/2014,13.266
10/25/2014,16.3698
10/26/2014,13.2654
10/27/2014,17.3016
10/28/2014,14.6184
10/29/2014,17.1966
10/30/2014,14.3388
10/31/2014,15.5898
11/1/2014,12.8814
11/2/2014,15.7962
11/3/2014,14.0844
11/4/2014,17.4132
11/5/2014,13.1562
11/6/2014,15.8886
11/7/2014,14.3796
11/8/2014,14.7534
11/9/2014,15.7002
11/10/2014,13.3062
11/11/2014,15.8052
11/12/2014,15.3414
11/13/2014,13.38
11/14/2014,13.4034
11/15/2014,13.4142
11/16/2014,14.8524
11/17/2014,13.4508
11/18/2014,14.127
11/19/2014,14.0556
11/20/2014,15.399
11/21/2014,16.2672
11/22/2014,13.3146
11/23/2014,13.293
11/24/2014,12.8304
11/25/2014,13.3014
11/26/2014,13.3404
11/27/2014,13.419
11/28/2014,10.986
11/29/2014,13.338
11/30/2014,13.2396
12/1/2014,13.3302
12/2/2014,13.8558
12/3/2014,14.814
12/4/2014,14.2608
12/5/2014,14.0124
12/6/2014,13.4514
12/7/2014,15.5868
12/8/2014,13.3824
12/9/2014,13.4184
12/10/2014,13.461
12/11/2014,15.5298
12/12/2014,13.4508
12/13/2014,13.3224
12/14/2014,13.26
12/15/2014,13.2636
12/16/2014,13.2732
12/17/2014,13.4712
12/18/2014,13.5216
12/19/2014,13.5282
12/20/2014,13.4928
12/21/2014,13.5132
12/22/2014,12.2574
12/23/2014,11.7366
12/24/2014,13.3242
12/25/2014,9.165
12/26/2014,13.3212
12/27/2014,9.0084
12/28/2014,13.3344
12/29/2014,13.4148
12/30/2014,11.0874
12/31/2014,13.5678
1/1/2015,13.5102
1/2/2015,13.4046
1/3/2015,9.6624
1/4/2015,13.3644
1/5/2015,13.5858
1/6/2015,13.362
1/7/2015,13.6128
1/8/2015,13.6248
1/9/2015,13.614
1/10/2015,13.6128
1/11/2015,13.5558
1/12/2015,14.1078
1/13/2015,15.8886
1/14/2015,13.5858
1/15/2015,15.4638
1/16/2015,14.6562
1/17/2015,13.347
1/18/2015,14.7258
1/19/2015,14.7324
1/20/2015,13.314
1/21/2015,16.2492
1/22/2015,13.5504
1/23/2015,13.5462
1/24/2015,14.7384
1/25/2015,13.9638
1/26/2015,18.1584
1/27/2015,12.4494
1/28/2015,14.0598
1/29/2015,15.0414
1/30/2015,13.3404
1/31/2015,13.3908
2/1/2015,15.336
2/2/2015,13.4262
2/3/2015,13.4088
2/4/2015,15.3438
2/5/2015,15.2994
2/6/2015,13.4958
2/7/2015,13.3836
2/8/2015,13.2972
2/9/2015,15.8802
2/10/2015,13.4448
2/11/2015,13.3764
2/12/2015,13.5456
2/13/2015,13.56
2/14/2015,13.5588
2/15/2015,15.6858
2/16/2015,13.6824
2/17/2015,14.1384
2/18/2015,14.5584
2/19/2015,14.8932
2/20/2015,15.726
2/21/2015,15.2232
2/22/2015,14.2584
2/23/2015,15.5802
2/24/2015,14.9652
2/25/2015,16.1178
2/26/2015,13.5528
2/27/2015,15.2478
2/28/2015,13.5822
3/1/2015,14.7816
3/2/2015,13.674
3/3/2015,13.7838
3/4/2015,15.4686
3/5/2015,13.5804
3/6/2015,13.7916
3/7/2015,15.4872
3/8/2015,13.341
3/9/2015,14.7894
3/10/2015,13.3302
3/11/2015,13.311
3/12/2015,15.6678
3/13/2015,13.3104
3/14/2015,13.2864
3/15/2015,9.9792
3/16/2015,13.2576
3/17/2015,9.9378
3/18/2015,12.8214
3/19/2015,14.505
3/20/2015,13.2588
3/21/2015,10.452
3/22/2015,13.2444
3/23/2015,13.2642
3/24/2015,14.4672
3/25/2015,13.7892
3/26/2015,13.4844
3/27/2015,13.2828
3/28/2015,13.3464
3/29/2015,13.272
3/30/2015,13.746
3/31/2015,14.0016
4/1/2015,13.215
4/2/2015,15.0174
4/3/2015,13.212
4/4/2015,13.2258
4/5/2015,13.2132
4/6/2015,13.2048
4/7/2015,12.7092
4/8/2015,13.143
4/9/2015,13.1484
4/10/2015,15.423
4/11/2015,13.719
4/12/2015,13.881
4/13/2015,14.8176
4/14/2015,13.1436
4/15/2015,13.1694
4/16/2015,15.15
4/17/2015,14.1972
4/18/2015,13.3242
4/19/2015,14.0454
4/20/2015,14.0346
4/21/2015,13.2504
4/22/2015,13.6626
4/23/2015,14.2074
4/24/2015,13.221
4/25/2015,14.1492
4/26/2015,14.7906
4/27/2015,13.6254
4/28/2015,15.0468
4/29/2015,14.6778
4/30/2015,13.2318
5/1/2015,13.2168
5/2/2015,13.2582
5/3/2015,15.4962
5/4/2015,14.8884
5/5/2015,14.775
5/6/2015,15.9258
5/7/2015,14.7378
5/8/2015,15.2682
5/9/2015,16.5366
5/10/2015,13.6398
5/11/2015,13.9596
5/12/2015,13.3866
5/13/2015,13.3632
5/14/2015,13.3476
5/15/2015,13.392
5/16/2015,13.4178
5/17/2015,13.4412
5/18/2015,13.4352
5/19/2015,13.4082
5/20/2015,13.3338
5/21/2015,13.308
5/22/2015,13.3614
5/23/2015,13.3914
5/24/2015,13.428
5/25/2015,14.3448
5/26/2015,16.224
5/27/2015,14.0508
5/28/2015,13.6056
5/29/2015,15.9522
5/30/2015,14.8266
5/31/2015,13.4688
6/1/2015,13.3998
6/2/2015,11.934
6/3/2015,13.272
6/4/2015,14.3436
6/5/2015,14.649
6/6/2015,15.1236
6/7/2015,13.566
6/8/2015,16.0044
6/9/2015,13.5366
6/10/2015,13.347
6/11/2015,15.4656
6/12/2015,16.1718
6/13/2015,14.8704
6/14/2015,14.6826
6/15/2015,15.4692
6/16/2015,15.2694
6/17/2015,13.629
6/18/2015,13.638
6/19/2015,15.3126
6/20/2015,13.6038
6/21/2015,13.5906
6/22/2015,13.6668
6/23/2015,14.769
6/24/2015,13.641
6/25/2015,13.629
6/26/2015,13.6998
6/27/2015,14.9244
6/28/2015,13.6092
6/29/2015,13.617
6/30/2015,13.6506
7/1/2015,13.6398
7/2/2015,13.6578
7/3/2015,13.6482
7/4/2015,13.6476
7/5/2015,13.6578
7/6/2015,13.6902
7/7/2015,13.6434
7/8/2015,13.5882
7/9/2015,13.5762
7/10/2015,13.5516
7/11/2015,13.587
7/12/2015,13.6416
7/13/2015,13.413
7/14/2015,13.935
7/15/2015,14.6964
7/16/2015,13.386
7/17/2015,13.3014
7/18/2015,15.0282
7/19/2015,15.3078
7/20/2015,13.7124
7/21/2015,13.6218
7/22/2015,14.7078
7/23/2015,13.5762
7/24/2015,13.8102
7/25/2015,16.2432
7/26/2015,13.6584
7/27/2015,14.5998
7/28/2015,15.8094
7/29/2015,14.9622
7/30/2015,14.5818
7/31/2015,17.0556
8/1/2015,13.563
8/2/2015,15.1758
8/3/2015,16.4904
8/4/2015,15.777
8/5/2015,19.1484
8/6/2015,14.1126
8/7/2015,14.9154
8/8/2015,13.5366
8/9/2015,13.5066
8/10/2015,17.0646
8/11/2015,13.5378
8/12/2015,15.9318
8/13/2015,13.5384
8/14/2015,17.3928
8/15/2015,14.5884
8/16/2015,15.8688
8/17/2015,15.0336
8/18/2015,15.2346
8/19/2015,13.974
8/20/2015,16.5876
8/21/2015,14.2614
8/22/2015,15.3942
8/23/2015,17.226
8/24/2015,16.2186
8/25/2015,15.975
8/26/2015,16.5552
8/27/2015,14.6514
8/28/2015,18.33
8/29/2015,14.2764
8/30/2015,16.8558
8/31/2015,19.1424
9/1/2015,15.6726
9/2/2015,19.218
9/3/2015,16.6824
9/4/2015,19.1472
9/5/2015,17.2248
9/6/2015,16.953
9/7/2015,19.1598
9/8/2015,18.5442
9/9/2015,15.699
9/10/2015,16.185
9/11/2015,16.4202
9/12/2015,14.019
9/13/2015,15.3852
9/14/2015,16.0902
9/15/2015,16.2054
9/16/2015,16.1964
9/17/2015,16.347
9/18/2015,18.0186
9/19/2015,14.1954
9/20/2015,16.9758
9/21/2015,14.7258
9/22/2015,19.0182
9/23/2015,16.8444
9/24/2015,15.864
9/25/2015,16.8984
9/26/2015,16.1658
9/27/2015,16.1232
9/28/2015,16.1724
9/29/2015,15.9192
9/30/2015,15.3714
10/1/2015,14.8734
10/2/2015,14.4384
10/3/2015,14.6322
10/4/2015,13.2774
10/5/2015,16.9332
10/6/2015,15.1566
10/7/2015,14.7804
10/8/2015,15.7446
10/9/2015,13.7658
10/10/2015,15.069
10/11/2015,14.553
10/12/2015,16.2234
10/13/2015,16.5576
10/14/2015,14.679
10/15/2015,15.2028
10/16/2015,15.1836
10/17/2015,15.3048
10/18/2015,16.332
10/19/2015,15.639
10/20/2015,16.17
10/21/2015,15.6354
10/22/2015,14.7834
10/23/2015,15.7452
10/24/2015,14.7822
10/25/2015,14.1066
10/26/2015,14.7744
10/27/2015,14.6988
10/28/2015,14.7012
10/29/2015,14.7738
10/30/2015,14.1018
10/31/2015,13.4148
11/1/2015,18.603
11/2/2015,13.2696
11/3/2015,14.2986
11/4/2015,15.2256
11/5/2015,15.2964
11/6/2015,13.848
11/7/2015,14.3586
11/8/2015,13.5666
11/9/2015,14.841
11/10/2015,13.2174
11/11/2015,15.2706
11/12/2015,14.1192
11/13/2015,14.0868
11/14/2015,13.5558
11/15/2015,13.8624
11/16/2015,15.7578
11/17/2015,13.7766
11/18/2015,13.2036
11/19/2015,15.6132
11/20/2015,12.642
11/21/2015,13.2198
11/22/2015,13.248
11/23/2015,13.2366
11/24/2015,13.2252
11/25/2015,13.2144
11/26/2015,13.2252
11/27/2015,11.0682
11/28/2015,13.2762
11/29/2015,13.2918
11/30/2015,13.9536
12/1/2015,14.76
12/2/2015,14.0634
12/3/2015,16.8594
12/4/2015,13.2324
12/5/2015,14.499
12/6/2015,13.5366
12/7/2015,14.622
12/8/2015,15.5802
12/9/2015,16.8852
12/10/2015,13.3164
12/11/2015,14.6304
12/12/2015,13.2168
12/13/2015,13.9026
12/14/2015,15.1554
12/15/2015,13.1934
12/16/2015,13.2018
12/17/2015,13.215
12/18/2015,13.2276
12/19/2015,13.3116
12/20/2015,9.9426
12/21/2015,14.1936
12/22/2015,13.1946
12/23/2015,13.1862
12/24/2015,13.0782
12/25/2015,10.3464
12/26/2015,12.5958
12/27/2015,11.2692
12/28/2015,13.2798
12/29/2015,13.2564
12/30/2015,14.148
12/31/2015,14.2422
1/1/2016,10.2564
1/2/2016,13.3338
1/3/2016,11.3556
1/4/2016,14.0172
1/5/2016,11.0238
1/6/2016,13.3914
1/7/2016,11.3676
1/8/2016,13.296
1/9/2016,13.2858
1/10/2016,11.2242
1/11/2016,16.803
1/12/2016,13.4526
1/13/2016,13.4574
1/14/2016,14.8716
1/15/2016,14.1156
1/16/2016,13.4466
1/17/2016,13.4712
1/18/2016,14.592
1/19/2016,15.5622
1/20/2016,13.5024
1/21/2016,15.9732
1/22/2016,13.9536
1/23/2016,14.7678
1/24/2016,14.3244
1/25/2016,15.0048
1/26/2016,14.3118
1/27/2016,13.4994
1/28/2016,13.4058
1/29/2016,15.0948
1/30/2016,14.4678
1/31/2016,13.3086
2/1/2016,13.2828
2/2/2016,15.3276
2/3/2016,13.6116
2/4/2016,13.3062
2/5/2016,13.3908
2/6/2016,13.3878
2/7/2016,13.3092
2/8/2016,13.338
2/9/2016,14.9778
2/10/2016,13.7436
2/11/2016,13.503
2/12/2016,14.859
2/13/2016,13.5198
2/14/2016,13.5198
2/15/2016,14.2596
2/16/2016,15.3162
2/17/2016,13.4088
2/18/2016,13.923
2/19/2016,13.9578
2/20/2016,13.9878
2/21/2016,14.001
2/22/2016,14.4306
2/23/2016,14.6274
2/24/2016,12.1986
2/25/2016,14.7624
2/26/2016,13.3512
2/27/2016,14.7762
2/28/2016,13.2498
2/29/2016,13.2324
3/1/2016,13.2534
3/2/2016,16.3218
3/3/2016,15.0678
3/4/2016,13.3182
3/5/2016,13.2876
3/6/2016,13.275
3/7/2016,14.6202
3/8/2016,15.7182
3/9/2016,13.2936
3/10/2016,13.2426
3/11/2016,13.2192
3/12/2016,13.2402
3/13/2016,13.29
3/14/2016,8.3466
3/15/2016,13.3146
3/16/2016,13.2714
3/17/2016,13.2522
3/18/2016,9.0246
3/19/2016,13.2798
3/20/2016,13.287
3/21/2016,13.2492
3/22/2016,13.1982
3/23/2016,13.1796
3/24/2016,13.2198
3/25/2016,13.275
3/26/2016,13.257
3/27/2016,13.236
3/28/2016,14.7156
3/29/2016,14.6652
3/30/2016,13.2234
3/31/2016,13.2726
4/1/2016,13.2336
4/2/2016,13.2282
4/3/2016,13.2204
4/4/2016,13.212
4/5/2016,14.7894
4/6/2016,14.397
4/7/2016,13.2792
4/8/2016,13.2978
4/9/2016,13.2972
4/10/2016,13.29
4/11/2016,13.278
4/12/2016,13.2846
4/13/2016,14.8158
4/14/2016,13.9164
4/15/2016,15.3018
4/16/2016,14.0514
4/17/2016,14.1228
4/18/2016,15.3156
4/19/2016,14.739
4/20/2016,15.6186
4/21/2016,13.2696
4/22/2016,14.517
4/23/2016,13.9458
4/24/2016,13.413
4/25/2016,14.9148
4/26/2016,15.5358
4/27/2016,13.392
4/28/2016,14.319
4/29/2016,14.1378
4/30/2016,14.5302
5/1/2016,13.641
5/2/2016,13.2204
5/3/2016,15.2154
5/4/2016,14.5134
5/5/2016,13.2162
5/6/2016,16.0812
5/7/2016,13.464
5/8/2016,13.2054
5/9/2016,13.2438
5/10/2016,13.284
5/11/2016,13.308
5/12/2016,14.7432
5/13/2016,13.5612
5/14/2016,13.2126
5/15/2016,13.215
5/16/2016,13.2294
5/17/2016,13.23
5/18/2016,13.209
5/19/2016,13.2066
5/20/2016,13.2114
5/21/2016,13.1964
5/22/2016,13.2222
5/23/2016,13.2396
5/24/2016,16.2162
5/25/2016,13.818
5/26/2016,15.3006
5/27/2016,13.5408
5/28/2016,14.2644
5/29/2016,13.8162
5/30/2016,14.61
5/31/2016,15.4326
6/1/2016,16.2522
6/2/2016,14.3658
6/3/2016,14.5638
6/4/2016,14.6028
6/5/2016,13.3302
6/6/2016,16.1622
6/7/2016,15.5256
6/8/2016,15.3396
6/9/2016,15.7548
6/10/2016,17.2086
6/11/2016,15.8244
6/12/2016,19.1058
6/13/2016,15.6288
6/14/2016,18.7302
6/15/2016,14.7618
6/16/2016,14.7894
6/17/2016,16.872
6/18/2016,15.426
6/19/2016,19.1874
6/20/2016,14.2944
6/21/2016,19.2582
6/22/2016,14.475
6/23/2016,16.0632
6/24/2016,16.914
6/25/2016,16.8114
6/26/2016,15.1974
6/27/2016,18.8952
6/28/2016,13.7208
6/29/2016,15.8478
6/30/2016,15.3594
7/1/2016,18.9288
7/2/2016,14.6412
7/3/2016,14.5662
7/4/2016,13.4622
7/5/2016,14.3064
7/6/2016,14.9334
7/7/2016,15.672
7/8/2016,14.874
7/9/2016,14.4264
7/10/2016,14.8728
7/11/2016,15.7686
7/12/2016,15.7206
7/13/2016,16.6668
7/14/2016,14.4522
7/15/2016,15.4692
7/16/2016,15.8946
7/17/2016,18.1146
7/18/2016,13.353
7/19/2016,17.6868
7/20/2016,14.9046
7/21/2016,15.714
7/22/2016,16.8474
7/23/2016,15.5886
7/24/2016,15.0084
7/25/2016,17.076
7/26/2016,18.0708
7/27/2016,12.4392
7/28/2016,16.68
7/29/2016,14.0562
7/30/2016,14.4582
7/31/2016,15.4968
8/1/2016,15.4914
8/2/2016,16.0716
8/3/2016,16.9872
8/4/2016,18.519
8/5/2016,15.6198
8/6/2016,15.783
8/7/2016,14.727
8/8/2016,17.4918
8/9/2016,19.437
8/10/2016,19.1052
8/11/2016,14.9094
8/12/2016,15.606
8/13/2016,18.0222
8/14/2016,13.1802
8/15/2016,17.9334
8/16/2016,14.1108
8/17/2016,16.197
8/18/2016,18.5712
8/19/2016,14.634
8/20/2016,16.5366
8/21/2016,14.5272
8/22/2016,18.7668
8/23/2016,17.337
8/24/2016,13.6944
8/25/2016,17.2776
8/26/2016,19.005
8/27/2016,16.7736
8/28/2016,15.3528
8/29/2016,18.2196
8/30/2016,18.8592
8/31/2016,15.8556
9/1/2016,18.0018
9/2/2016,16.9668
9/3/2016,16.3818
9/4/2016,16.6032
9/5/2016,16.479
9/6/2016,18.765
9/7/2016,18.8556
9/8/2016,16.4604
9/9/2016,18.7116
9/10/2016,15.3582
9/11/2016,16.527
9/12/2016,18
9/13/2016,15.45
9/14/2016,18.6324
9/15/2016,18.624
9/16/2016,18.6258
9/17/2016,13.5378
9/18/2016,18.6642
9/19/2016,15.546
9/20/2016,17.8086
9/21/2016,18.6768
9/22/2016,16.278
9/23/2016,19.2498
9/24/2016,16.1202
9/25/2016,19.2462
9/26/2016,16.5828
9/27/2016,12.8352
9/28/2016,18.1566
9/29/2016,14.0082
9/30/2016,17.0214
10/1/2016,16.0266
10/2/2016,15.9
10/3/2016,16.5486
10/4/2016,17.9676
10/5/2016,13.6878
10/6/2016,19.1292
10/7/2016,14.9382
10/8/2016,16.3806
10/9/2016,13.566
10/10/2016,15.8796
10/11/2016,16.527
10/12/2016,14.25
10/13/2016,16.2588
10/14/2016,15.6522
10/15/2016,15.99
10/16/2016,15.228
10/17/2016,16.917
10/18/2016,19.1118
10/19/2016,17.007
10/20/2016,14.0028
10/21/2016,18.0204
10/22/2016,13.5438
10/23/2016,13.0092
10/24/2016,18.558
10/25/2016,13.9434
10/26/2016,15.4674
10/27/2016,15.4416
10/28/2016,15.5748
10/29/2016,14.7576
10/30/2016,15.12
10/31/2016,18.4896
11/1/2016,13.3758
11/2/2016,17.5248
11/3/2016,15.4782
11/4/2016,14.0424
11/5/2016,13.5234
11/6/2016,13.5432
11/7/2016,16.6194
11/8/2016,14.517
11/9/2016,16.1616
11/10/2016,13.0578
11/11/2016,17.7216
11/12/2016,14.6304
11/13/2016,14.8278
11/14/2016,17.6058
11/15/2016,13.5006
11/16/2016,16.728
11/17/2016,14.3082
11/18/2016,13.5912
11/19/2016,15.9546
11/20/2016,13.5756
11/21/2016,13.566
11/22/2016,13.5876
11/23/2016,10.1574
11/24/2016,13.5894
11/25/2016,13.5984
11/26/2016,9.4758
11/27/2016,16.1274
11/28/2016,13.5918
11/29/2016,13.797
11/30/2016,15.5376
12/1/2016,13.5648
12/2/2016,16.2006
12/3/2016,13.617
12/4/2016,13.626
12/5/2016,16.0632
12/6/2016,15.243
12/7/2016,15.8874
12/8/2016,14.9622
12/9/2016,13.8786
12/10/2016,14.3802
12/11/2016,16.2192
12/12/2016,13.8906
12/13/2016,16.5372
12/14/2016,14.523
12/15/2016,14.0982
12/16/2016,14.1138
12/17/2016,13.9776
12/18/2016,15.6264
12/19/2016,14.499
12/20/2016,15.2808
12/21/2016,13.9686
12/22/2016,13.8816
12/23/2016,12.1746
12/24/2016,15.2718
12/25/2016,13.8198
12/26/2016,10.6776
12/27/2016,13.7898
12/28/2016,13.8216
12/29/2016,13.8426
12/30/2016,10.4106
12/31/2016,13.872
1/1/2017,13.9176
1/2/2017,12.0762
1/3/2017,13.2258
1/4/2017,13.2612
1/5/2017,15.147
1/6/2017,13.3728
1/7/2017,14.1798
1/8/2017,15.6312
1/9/2017,15.9606
1/10/2017,15.579
1/11/2017,15.2658
1/12/2017,13.2366
1/13/2017,15.7344
1/14/2017,15.252
1/15/2017,14.214
1/16/2017,15.0132
1/17/2017,14.7984
1/18/2017,14.8026
1/19/2017,14.5686
1/20/2017,14.7798
1/21/2017,14.1384
1/22/2017,14.2794
1/23/2017,16.062
1/24/2017,13.2492
1/25/2017,15.4194
1/26/2017,15.1686
1/27/2017,13.323
1/28/2017,14.5296
1/29/2017,15.0546
1/30/2017,15.2532
1/31/2017,14.0682
2/1/2017,14.9922
2/2/2017,14.2464
2/3/2017,15.7302
2/4/2017,13.6632
2/5/2017,15.1212
2/6/2017,15.3678
2/7/2017,15.1404
2/8/2017,13.236
2/9/2017,15.981
2/10/2017,14.427
2/11/2017,14.9838
2/12/2017,13.7862
2/13/2017,15.2118
2/14/2017,15.0798
2/15/2017,14.2938
2/16/2017,13.1868
2/17/2017,15.2424
2/18/2017,15.1086
2/19/2017,13.4208
2/20/2017,14.166
2/21/2017,13.2612
2/22/2017,15.3426
2/23/2017,12.9498
2/24/2017,15.762
2/25/2017,12.9564
2/26/2017,16.0008
2/27/2017,12.99
2/28/2017,14.7804
3/1/2017,14.1204
3/2/2017,13.0638
3/3/2017,14.757
3/4/2017,14.01
3/5/2017,13.4238
3/6/2017,15.543
3/7/2017,12.972
3/8/2017,14.6634
3/9/2017,14.6742
3/10/2017,13.113
3/11/2017,13.2684
3/12/2017,13.2762
3/13/2017,13.3206
3/14/2017,12.5754
3/15/2017,13.3866
3/16/2017,11.4174
3/17/2017,13.9824
3/18/2017,13.4472
3/19/2017,11.3988
3/20/2017,16.6458
3/21/2017,12.996
3/22/2017,15.9312
3/23/2017,14.0604
3/24/2017,15.1674
3/25/2017,13.8456
3/26/2017,13.8876
3/27/2017,16.0572
3/28/2017,13.9872
3/29/2017,14.628
3/30/2017,14.343
3/31/2017,14.0724
4/1/2017,14.5968
4/2/2017,13.5276
4/3/2017,14.8956
4/4/2017,15.4608
4/5/2017,16.0302
4/6/2017,13.131
4/7/2017,13.2372
4/8/2017,15.498
4/9/2017,14.8518
4/10/2017,15.7176
4/11/2017,13.953
4/12/2017,16.2882
4/13/2017,15.0282
4/14/2017,16.482
4/15/2017,14.502
4/16/2017,13.8828
4/17/2017,15.8832
4/18/2017,16.728
4/19/2017,16.6476
4/20/2017,15.7968
4/21/2017,17.0442
4/22/2017,14.001
4/23/2017,14.6118
4/24/2017,16.797
4/25/2017,15.1146
4/26/2017,17.973
4/27/2017,14.4414
4/28/2017,14.142
4/29/2017,17.7762
4/30/2017,14.1816
5/1/2017,17.9964
5/2/2017,13.3002
5/3/2017,17.553
5/4/2017,12.4848
5/5/2017,17.0016
5/6/2017,13.7472
5/7/2017,13.7724
5/8/2017,13.788
5/9/2017,15.2574
5/10/2017,14.5314
5/11/2017,14.6496
5/12/2017,13.8366
5/13/2017,14.7216
5/14/2017,14.8794
5/15/2017,13.9464
5/16/2017,16.8318
5/17/2017,14.856
5/18/2017,16.5024
5/19/2017,17.0568
5/20/2017,13.7178
5/21/2017,13.9746
5/22/2017,13.9296
5/23/2017,16.1442
5/24/2017,14.3772
5/25/2017,13.848
5/26/2017,14.4408
5/27/2017,15.1404
5/28/2017,13.995
5/29/2017,13.8
5/30/2017,16.134
5/31/2017,16.2378
6/1/2017,16.2174
6/2/2017,16.374
6/3/2017,16.212
6/4/2017,14.8332
6/5/2017,17.4654
6/6/2017,17.9466
6/7/2017,17.484
6/8/2017,17.6298
6/9/2017,18.7674
6/10/2017,16.7736
6/11/2017,18.9246
6/12/2017,18.6462
6/13/2017,18.8172
6/14/2017,17.4828
6/15/2017,16.9404
6/16/2017,16.2714
6/17/2017,17.2788
6/18/2017,14.0958
6/19/2017,16.983
6/20/2017,16.7742
6/21/2017,17.3838
6/22/2017,18.4032
6/23/2017,14.0304
6/24/2017,15.3624
6/25/2017,16.2054
6/26/2017,16.5252
6/27/2017,15.8088
6/28/2017,15.411
6/29/2017,16.1808
